,city,state,males,females,lat,lng,state_name,city_state,age1,age2,age3,total
418,Red Springs,NC,0,2,34.815163299999995,-79.183091,North Carolina,"Red Springs, North Carolina",0,0,2,2
419,Woodfin,NC,0,1,35.633444,-82.5820725,North Carolina,"Woodfin, North Carolina",0,0,0,1
420,Aberdeen,SD,1,0,45.4646985,-98.4864829,South Dakota,"Aberdeen, South Dakota",0,0,1,1
421,Clear Lake,SD,1,0,44.7457977,-96.6825584,South Dakota,"Clear Lake, South Dakota",0,0,1,1
422,Fort Thompson,SD,1,0,44.068601,-99.4378846,South Dakota,"Fort Thompson, South Dakota",0,0,1,1
423,Huron,SD,1,0,44.3633173,-98.2142572,South Dakota,"Huron, South Dakota",0,0,1,1
424,Lake Andes,SD,1,0,43.1563822,-98.5414703,South Dakota,"Lake Andes, South Dakota",0,0,1,1
425,Lead,SD,2,0,44.3522065,-103.7651984,South Dakota,"Lead, South Dakota",0,0,2,2
426,Onida,SD,1,0,44.7080379,-100.059845,South Dakota,"Onida, South Dakota",0,0,1,1
427,Pierre,SD,1,0,44.3683156,-100.3509665,South Dakota,"Pierre, South Dakota",0,1,0,1
428,Rapid City,SD,2,0,44.0805434,-103.2310149,South Dakota,"Rapid City, South Dakota",0,0,2,2
429,Sioux Falls,SD,2,0,43.5499749,-96.700327,South Dakota,"Sioux Falls, South Dakota",0,0,2,2
430,Vermillion,SD,1,0,42.7794417,-96.9292104,South Dakota,"Vermillion, South Dakota",0,0,1,1
431,Wagner,SD,1,0,43.0797156,-98.2931342,South Dakota,"Wagner, South Dakota",0,0,1,1
432,Whitney,SD,1,0,43.8366201,-103.1884552,South Dakota,"Whitney, South Dakota",0,0,1,1
433,Mitchell,SD,0,1,43.7092877,-98.0298399,South Dakota,"Mitchell, South Dakota",0,0,1,1
434,Abilene,TX,1,0,32.4838865,-99.71564956803292,Texas,"Abilene, Texas",0,0,1,1
435,Alamo,TX,1,0,26.1822255,-98.11502874909901,Texas,"Alamo, Texas",0,0,1,1
436,Alice,TX,1,1,27.7596485,-98.0707618913295,Texas,"Alice, Texas",0,0,2,2
437,Alto,TX,1,0,31.650454600000003,-95.0727175,Texas,"Alto, Texas",0,0,1,1
438,Alton,TX,2,1,26.2773795,-98.28839274944201,Texas,"Alton, Texas",0,0,3,3
439,Alvin,TX,2,0,29.28472515,-95.1125557457345,Texas,"Alvin, Texas",0,0,2,2
440,Amarillo,TX,8,0,35.2072185,-101.8338246,Texas,"Amarillo, Texas",0,0,8,8
441,Anahuac,TX,1,0,29.7651595,-94.6781374957217,Texas,"Anahuac, Texas",0,0,1,1
442,Arlington,TX,13,6,32.701843,-97.13997597541972,Texas,"Arlington, Texas",0,0,18,19
443,Arp,TX,1,0,32.2254332,-95.0577207,Texas,"Arp, Texas",0,0,1,1
444,Atascocita,TX,1,0,29.998830600000005,-95.1765978,Texas,"Atascocita, Texas",0,0,1,1
445,Atascosa,TX,1,0,28.7924803,-98.139629,Texas,"Atascosa, Texas",0,0,1,1
446,Athens,TX,1,0,32.2048735,-95.8555207,Texas,"Athens, Texas",0,0,1,1
447,Austin,TX,14,3,30.2718065,-97.80359592244257,Texas,"Austin, Texas",0,1,16,17
448,Azle,TX,1,0,32.896898,-97.5495391,Texas,"Azle, Texas",0,0,1,1
449,Balch Springs,TX,1,0,32.7194665,-96.61020688490721,Texas,"Balch Springs, Texas",0,0,1,1
450,Bandera,TX,1,0,29.7233825,-99.07396713048573,Texas,"Bandera, Texas",0,0,1,1
451,Bandera County,TX,1,0,29.730015500000004,-99.2095738002076,Texas,"Bandera County, Texas",0,0,1,1
452,Bardwell,TX,2,1,32.2690354,-96.6961027,Texas,"Bardwell, Texas",0,0,3,3
453,Bastrop,TX,2,0,30.0854964,-97.0851637,Texas,"Bastrop, Texas",0,0,2,2
454,Baytown,TX,4,0,29.684649,-94.9309393855974,Texas,"Baytown, Texas",0,0,4,4
455,Beaumont,TX,6,2,30.0860459,-94.1018461,Texas,"Beaumont, Texas",0,0,8,8
456,Beeville,TX,2,0,28.40995,-97.7480006849458,Texas,"Beeville, Texas",0,1,1,2
457,Bellaire,TX,2,0,29.7076452,-95.4600669383105,Texas,"Bellaire, Texas",0,0,2,2
458,Benbrook,TX,1,0,32.696598,-97.445054,Texas,"Benbrook, Texas",0,0,1,1
459,Bexar County,TX,4,1,29.4372179,-98.47251137923807,Texas,"Bexar County, Texas",0,0,5,5
460,Big Spring,TX,1,1,32.2370195,-101.477732453279,Texas,"Big Spring, Texas",0,1,1,2
461,Bloomington,TX,1,0,28.6477735,-96.8924852,Texas,"Bloomington, Texas",0,1,0,1
462,Bon Wier,TX,1,0,30.740222,-93.6422252,Texas,"Bon Wier, Texas",0,0,1,1
463,Brenham,TX,1,0,30.1590475,-96.3954497120726,Texas,"Brenham, Texas",0,0,1,1
464,Brownfield,TX,1,1,33.173755,-102.269261890315,Texas,"Brownfield, Texas",0,0,2,2
465,Brownsville,TX,2,0,25.9140256,-97.4890856,Texas,"Brownsville, Texas",0,0,2,2
466,Bryan,TX,2,0,30.6743643,-96.3699632,Texas,"Bryan, Texas",0,0,2,2
467,Burleson,TX,1,0,30.4764878,-96.6353488,Texas,"Burleson, Texas",0,0,1,1
468,Carrollton,TX,1,0,32.9537349,-96.8902816,Texas,"Carrollton, Texas",0,0,1,1
469,Cedar Hill,TX,2,1,32.5871635,-96.9621115125276,Texas,"Cedar Hill, Texas",0,0,3,3
470,Center,TX,1,0,31.793327,-94.17756845102079,Texas,"Center, Texas",0,0,1,1
471,Cibolo,TX,1,0,29.561618,-98.2269553,Texas,"Cibolo, Texas",0,0,1,1
472,Cleburne,TX,1,0,32.357629,-97.40859189283329,Texas,"Cleburne, Texas",0,0,1,1
473,Colleyville,TX,1,0,32.8919275,-97.1555057525678,Texas,"Colleyville, Texas",0,0,1,1
474,Columbus,TX,1,0,29.7042695,-96.55486088832069,Texas,"Columbus, Texas",0,0,1,1
475,Comal County,TX,1,0,29.8180854,-98.2889577956694,Texas,"Comal County, Texas",0,0,1,1
476,Conroe,TX,4,0,30.393222,-95.6401663824086,Texas,"Conroe, Texas",0,0,4,4
477,Copperas Cove,TX,1,0,31.124062,-97.9030785,Texas,"Copperas Cove, Texas",0,0,1,1
478,Corinth,TX,1,0,33.141452,-97.06734237340592,Texas,"Corinth, Texas",0,0,1,1
